"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"4323","chr3",42319532,42319752,221,"*",2.98,3.86,0.29,3.57,4.98e-06,1.78e-05
"4324","chr12",75267053,75267206,154,"*",2.9,3.81,-0.04,3.85,4.99e-06,1.78e-05
"4325","chr13",52481351,52481559,209,"*",3.03,3.91,0.3,3.61,4.99e-06,1.78e-05
"4326","chr1",202501276,202501609,334,"*",4.84,5.48,3.65,1.83,5.01e-06,1.79e-05
"4327","chr11",114186662,114187014,353,"*",5.01,5.62,3.95,1.67,5.05e-06,1.8e-05
"4328","chr10",126349234,126349478,245,"*",3.93,4.67,2.33,2.34,5.09e-06,1.82e-05
"4329","chr2",140072696,140072928,233,"*",3.37,4.24,0.81,3.43,5.11e-06,1.82e-05
"4330","chr1",154129959,154130226,268,"*",3.36,4.18,1.3,2.88,5.12e-06,1.83e-05
"4331","chr2",227046455,227046651,197,"*",3.24,4.09,0.9,3.19,5.13e-06,1.83e-05
"4332","chr18",76382225,76382463,239,"*",3.52,4.32,1.59,2.73,5.14e-06,1.83e-05
"4333","chr7",2678117,2678306,190,"*",2.92,3.81,0.23,3.57,5.15e-06,1.84e-05
"4334","chr4",143957602,143957912,311,"*",4.71,5.42,3.22,2.2,5.17e-06,1.84e-05
"4335","chr6",6857173,6857438,266,"*",3.93,4.65,2.41,2.24,5.17e-06,1.84e-05
"4336","chr1",96629814,96630511,698,"*",5.73,6.35,4.59,1.77,5.18e-06,1.85e-05
"4337","chr17",79012930,79013207,278,"*",3.69,4.51,1.54,2.97,5.18e-06,1.85e-05
"4338","chr17",17718434,17718640,207,"*",2.94,3.82,0.23,3.59,5.22e-06,1.86e-05
"4339","chr5",42600720,42600915,196,"*",2.75,3.67,-0.49,4.16,5.24e-06,1.87e-05
"4340","chr1",201710955,201711194,240,"*",3.24,4.12,0.7,3.41,5.25e-06,1.87e-05
"4341","chr11",12749906,12750250,345,"*",4.87,5.48,3.8,1.68,5.27e-06,1.88e-05
"4342","chr1",100905718,100905995,278,"*",3.83,4.58,2.2,2.38,5.27e-06,1.88e-05
"4343","chrX",5320543,5320968,426,"*",5.02,5.62,3.99,1.63,5.28e-06,1.88e-05
"4344","chr19",13280697,13281095,399,"*",4.38,5.06,3.04,2.02,5.3e-06,1.88e-05
"4345","chr19",12894832,12895161,330,"*",5.6,6.12,4.8,1.32,5.32e-06,1.89e-05
"4346","chr3",116952849,116953016,168,"*",2.75,3.67,-0.49,4.16,5.33e-06,1.89e-05
"4347","chr1",71914347,71914591,245,"*",3.33,4.21,0.69,3.52,5.34e-06,1.9e-05
"4348","chr4",185266441,185266618,178,"*",2.9,3.8,-0.04,3.84,5.36e-06,1.9e-05
"4349","chr1",216993694,216993899,206,"*",3.52,4.36,1.32,3.04,5.39e-06,1.92e-05
"4350","chr7",8255669,8255953,285,"*",4.47,5.14,3.17,1.97,5.41e-06,1.92e-05
"4351","chr11",129556982,129557470,489,"*",3.66,4.43,1.89,2.54,5.41e-06,1.92e-05
"4352","chr19",3737188,3737445,258,"*",3.77,4.55,1.92,2.63,5.41e-06,1.92e-05
"4353","chrX",109416339,109416774,436,"*",3.84,4.63,2.01,2.62,5.42e-06,1.92e-05
"4354","chr8",58653919,58654150,232,"*",3.02,3.89,0.44,3.45,5.42e-06,1.92e-05
"4355","chr16",30832708,30832937,230,"*",2.75,3.67,-0.49,4.16,5.43e-06,1.93e-05
"4356","chr1",8983068,8983273,206,"*",3.14,4.01,0.58,3.43,5.45e-06,1.93e-05
"4357","chr10",7987809,7988151,343,"*",5.09,5.7,4.02,1.68,5.46e-06,1.93e-05
"4358","chr2",39675255,39675599,345,"*",5.3,5.87,4.37,1.5,5.46e-06,1.94e-05
"4359","chr19",727113,727404,292,"*",3.16,4.02,0.69,3.33,5.46e-06,1.94e-05
"4360","chr8",25105503,25105749,247,"*",3.31,4.14,1.09,3.06,5.46e-06,1.94e-05
"4361","chr19",4042729,4043128,400,"*",4.42,5.19,2.67,2.52,5.46e-06,1.94e-05
"4362","chr22",48766648,48766922,275,"*",2.99,3.86,0.46,3.39,5.48e-06,1.94e-05
"4363","chr2",4034116,4034381,266,"*",4.06,4.77,2.59,2.17,5.5e-06,1.95e-05
"4364","chr9",117291413,117291588,176,"*",2.74,3.66,-0.49,4.15,5.52e-06,1.95e-05
"4365","chr1",117185904,117186255,352,"*",3.27,4.13,0.81,3.32,5.55e-06,1.97e-05
"4366","chr1",21581160,21581431,272,"*",3.35,4.17,1.24,2.93,5.57e-06,1.97e-05
"4367","chr17",41616823,41617120,298,"*",4.04,4.78,2.44,2.34,5.57e-06,1.97e-05
"4368","chr12",50914844,50915071,228,"*",3.64,4.43,1.75,2.68,5.59e-06,1.98e-05
"4369","chr15",64932764,64933036,273,"*",3.31,4.16,0.97,3.18,5.61e-06,1.98e-05
"4370","chr11",75210775,75210983,209,"*",2.97,3.86,0.14,3.72,5.62e-06,1.99e-05
"4371","chr1",202044532,202044765,234,"*",3.2,4.03,0.98,3.05,5.63e-06,1.99e-05
"4372","chr19",45359992,45360257,266,"*",3.6,4.37,1.82,2.55,5.64e-06,1.99e-05
"4373","chr22",37484225,37484447,223,"*",2.74,3.66,-0.49,4.15,5.66e-06,2e-05
"4374","chr16",79666295,79666518,224,"*",3.01,3.89,0.3,3.59,5.68e-06,2.01e-05
"4375","chr4",2795791,2796038,248,"*",2.98,3.87,0.14,3.73,5.68e-06,2.01e-05
"4376","chr15",63287197,63287494,298,"*",4.33,5.03,2.93,2.1,5.69e-06,2.01e-05
"4377","chr7",155659958,155660350,393,"*",5.63,6.16,4.75,1.41,5.7e-06,2.01e-05
"4378","chr1",116854952,116855219,268,"*",4.28,5,2.76,2.24,5.7e-06,2.01e-05
"4379","chr20",24992413,24992641,229,"*",3.45,4.24,1.55,2.69,5.7e-06,2.01e-05
"4380","chr12",46836721,46836910,190,"*",3.14,4.03,0.3,3.73,5.7e-06,2.01e-05
"4381","chr19",7486774,7487107,334,"*",5.03,5.65,3.9,1.75,5.7e-06,2.01e-05
"4382","chr6",38411648,38411846,199,"*",2.94,3.83,0.14,3.69,5.71e-06,2.01e-05
"4383","chr16",67495941,67496266,326,"*",3.24,4.07,1.07,3,5.71e-06,2.01e-05
"4384","chr10",5042730,5042943,214,"*",3.1,3.95,0.7,3.25,5.76e-06,2.03e-05
"4385","chr19",35601885,35602210,326,"*",4.66,5.32,3.4,1.92,5.76e-06,2.03e-05
"4386","chr8",40230875,40231194,320,"*",4.02,4.81,2.19,2.61,5.77e-06,2.03e-05
"4387","chr22",37624889,37625108,220,"*",2.88,3.78,-0.04,3.82,5.79e-06,2.04e-05
"4388","chr1",162133309,162133527,219,"*",2.74,3.66,-0.49,4.15,5.79e-06,2.04e-05
"4389","chr5",131636656,131636881,226,"*",3.18,4.04,0.77,3.27,5.79e-06,2.04e-05
"4390","chr21",42694037,42694348,312,"*",4.12,4.9,2.31,2.59,5.81e-06,2.04e-05
"4391","chr5",128678589,128678740,152,"*",2.76,3.69,-0.49,4.18,5.81e-06,2.04e-05
"4392","chr3",8359809,8359995,187,"*",2.74,3.66,-0.49,4.15,5.83e-06,2.05e-05
"4393","chr2",20300363,20300539,177,"*",2.81,3.72,-0.25,3.97,5.85e-06,2.06e-05
"4394","chr10",87928825,87929134,310,"*",4.13,4.84,2.68,2.16,5.87e-06,2.06e-05
"4395","chr6",53080841,53081040,200,"*",3.04,3.94,0.14,3.79,5.87e-06,2.06e-05
"4396","chr15",89663808,89664047,240,"*",3.09,3.94,0.75,3.18,5.88e-06,2.07e-05
"4397","chr2",11758118,11758418,301,"*",2.75,3.67,-0.49,4.16,5.94e-06,2.09e-05
"4398","chr1",199887400,199887815,416,"*",3.48,4.31,1.32,2.99,5.95e-06,2.09e-05
"4399","chr21",16375767,16376016,250,"*",3.05,3.91,0.59,3.32,5.97e-06,2.1e-05
"4400","chr19",1907513,1908121,609,"*",4.62,5.27,3.38,1.9,5.98e-06,2.1e-05
"4401","chr5",65738945,65739137,193,"*",2.75,3.67,-0.49,4.16,5.98e-06,2.1e-05
"4402","chr12",133199483,133200326,844,"*",5.26,5.84,4.29,1.54,5.98e-06,2.1e-05
"4403","chr20",55734476,55734734,259,"*",5.54,6.12,4.56,1.56,5.98e-06,2.1e-05
"4404","chr11",61278527,61278691,165,"*",2.94,3.82,0.29,3.53,5.99e-06,2.1e-05
"4405","chr8",91901467,91901644,178,"*",3.56,4.4,1.35,3.04,6.03e-06,2.11e-05
"4406","chr12",31612931,31613291,361,"*",5.28,5.96,3.97,1.99,6.03e-06,2.12e-05
"4407","chrX",100706737,100707024,288,"*",4.6,5.32,3.07,2.26,6.03e-06,2.12e-05
"4408","chr2",84312679,84313006,328,"*",3.36,4.18,1.29,2.89,6.04e-06,2.12e-05
"4409","chr4",159015910,159016268,359,"*",5.06,5.67,4,1.67,6.05e-06,2.12e-05
"4410","chr19",36060262,36060547,286,"*",3.06,3.94,0.45,3.49,6.08e-06,2.13e-05
"4411","chr9",131788826,131789094,269,"*",3.94,4.7,2.24,2.46,6.1e-06,2.14e-05
"4412","chr15",96882627,96882859,233,"*",3.87,4.69,1.82,2.87,6.11e-06,2.14e-05
"4413","chr3",66527623,66527859,237,"*",3.21,4.06,0.82,3.24,6.11e-06,2.14e-05
"4414","chr10",563315,563530,216,"*",3.94,4.66,2.42,2.23,6.13e-06,2.15e-05
"4415","chr1",162816731,162817034,304,"*",4.31,5.08,2.55,2.53,6.14e-06,2.15e-05
"4416","chr15",77796682,77796956,275,"*",3.56,4.35,1.69,2.65,6.15e-06,2.15e-05
"4417","chr2",159956148,159956350,203,"*",3.43,4.26,1.25,3.01,6.16e-06,2.15e-05
"4418","chr1",2142391,2142571,181,"*",2.76,3.68,-0.49,4.17,6.16e-06,2.15e-05
"4419","chr1",6671697,6672021,325,"*",4.07,4.82,2.45,2.37,6.17e-06,2.16e-05
"4420","chr2",134262378,134262977,600,"*",5.21,5.84,4.06,1.78,6.18e-06,2.16e-05
"4421","chr4",124263922,124264138,217,"*",3.38,4.23,1.06,3.17,6.18e-06,2.16e-05
"4422","chr10",104885644,104885882,239,"*",3.89,4.66,2.11,2.55,6.25e-06,2.18e-05
"4423","chr2",23018624,23018879,256,"*",3.23,4.07,0.96,3.11,6.27e-06,2.19e-05
"4424","chr1",40446233,40446651,419,"*",4.6,5.25,3.38,1.88,6.27e-06,2.19e-05
"4425","chr1",42631184,42631817,634,"*",4.97,5.57,3.92,1.65,6.28e-06,2.19e-05
"4426","chr5",175206125,175206350,226,"*",3.37,4.21,1.15,3.06,6.28e-06,2.19e-05
"4427","chr7",101528419,101528599,181,"*",2.93,3.82,0.14,3.67,6.31e-06,2.2e-05
"4428","chr10",80016053,80016310,258,"*",3.72,4.5,1.87,2.64,6.35e-06,2.21e-05
"4429","chr4",146954416,146954626,211,"*",3.09,3.94,0.75,3.19,6.35e-06,2.21e-05
"4430","chr13",91491193,91491878,686,"*",5.3,5.87,4.35,1.53,6.35e-06,2.22e-05
"4431","chr11",72488990,72489295,306,"*",3.42,4.27,1.01,3.26,6.35e-06,2.22e-05
"4432","chr10",88162950,88163239,290,"*",3.35,4.18,1.17,3.02,6.38e-06,2.22e-05
"4433","chr4",32062540,32062830,291,"*",2.79,3.72,-0.49,4.21,6.42e-06,2.24e-05
"4434","chr1",205505475,205505686,212,"*",3.55,4.36,1.57,2.78,6.43e-06,2.24e-05
"4435","chr3",123985399,123985682,284,"*",4.79,5.43,3.63,1.8,6.43e-06,2.24e-05
"4436","chr3",133312532,133312716,185,"*",2.73,3.65,-0.49,4.13,6.45e-06,2.25e-05
"4437","chr5",118906062,118906448,387,"*",4.75,5.45,3.38,2.07,6.47e-06,2.25e-05
"4438","chr12",14996445,14996632,188,"*",3.05,3.91,0.64,3.27,6.47e-06,2.25e-05
"4439","chr10",117413153,117413412,260,"*",3.23,4.12,0.45,3.67,6.52e-06,2.27e-05
"4440","chr11",66769643,66769821,179,"*",2.93,3.82,0.14,3.67,6.52e-06,2.27e-05
"4441","chr4",28212625,28212892,268,"*",3.61,4.42,1.53,2.9,6.53e-06,2.27e-05
"4442","chr5",77478683,77478875,193,"*",2.81,3.72,-0.25,3.97,6.53e-06,2.27e-05
"4443","chr20",55563169,55563429,261,"*",3.76,4.5,2.15,2.35,6.55e-06,2.28e-05
"4444","chr7",3140373,3140592,220,"*",3.5,4.28,1.66,2.62,6.57e-06,2.28e-05
"4445","chr12",25426187,25426405,219,"*",3.27,4.08,1.23,2.85,6.59e-06,2.29e-05
"4446","chr2",208123266,208123535,270,"*",3.51,4.34,1.34,3.01,6.6e-06,2.29e-05
"4447","chr1",156609603,156609825,223,"*",3.19,4.05,0.7,3.35,6.6e-06,2.29e-05
"4448","chr10",34716260,34716646,387,"*",4.84,5.45,3.74,1.71,6.61e-06,2.3e-05
"4449","chr12",125230431,125230748,318,"*",3.8,4.59,1.93,2.67,6.62e-06,2.3e-05
"4450","chr1",9923027,9923247,221,"*",2.8,3.71,-0.25,3.96,6.63e-06,2.3e-05
"4451","chr1",235047750,235047912,163,"*",2.74,3.66,-0.49,4.15,6.71e-06,2.33e-05
"4452","chr5",103988112,103988495,384,"*",4.29,5,2.83,2.17,6.72e-06,2.33e-05
"4453","chr22",44851289,44851519,231,"*",3.33,4.21,0.7,3.51,6.75e-06,2.34e-05
"4454","chr15",89663131,89663341,211,"*",3.73,4.53,1.73,2.8,6.76e-06,2.34e-05
"4455","chr13",32852127,32852331,205,"*",2.89,3.78,0.13,3.65,6.8e-06,2.36e-05
"4456","chr4",87946741,87947117,377,"*",4.09,4.88,2.2,2.68,6.81e-06,2.36e-05
"4457","chr21",40693430,40693720,291,"*",4.91,5.52,3.82,1.71,6.84e-06,2.37e-05
"4458","chr1",204350338,204350512,175,"*",3.24,4.09,0.91,3.18,6.85e-06,2.37e-05
"4459","chrX",109406065,109406406,342,"*",4.16,4.86,2.77,2.09,6.85e-06,2.38e-05
"4460","chr16",56406323,56406711,389,"*",3.31,4.14,1.17,2.97,6.88e-06,2.38e-05
"4461","chr5",1129766,1130158,393,"*",4.52,5.19,3.21,1.97,6.88e-06,2.38e-05
"4462","chr3",71433570,71433853,284,"*",4.2,4.97,2.47,2.5,6.91e-06,2.39e-05
"4463","chr20",58513478,58513646,169,"*",3.14,3.99,0.79,3.2,6.91e-06,2.39e-05
"4464","chr22",43136450,43136626,177,"*",2.84,3.75,-0.25,3.99,6.91e-06,2.39e-05
"4465","chr8",48344013,48344243,231,"*",3.79,4.53,2.15,2.38,6.91e-06,2.39e-05
"4466","chr20",48994730,48995040,311,"*",4.26,5.01,2.61,2.39,6.92e-06,2.39e-05
"4467","chr11",2186486,2186738,253,"*",3.2,4.03,1.1,2.93,6.97e-06,2.41e-05
"4468","chr17",64337405,64337614,210,"*",2.97,3.86,0.14,3.72,6.99e-06,2.42e-05
"4469","chr13",52493755,52494011,257,"*",4.18,4.88,2.74,2.15,7.01e-06,2.42e-05
"4470","chr11",67564155,67564536,382,"*",3.46,4.24,1.62,2.63,7.03e-06,2.43e-05
"4471","chr15",75845069,75845305,237,"*",3.32,4.17,0.96,3.21,7.03e-06,2.43e-05
"4472","chr2",226989450,226989640,191,"*",3.12,4,0.45,3.55,7.05e-06,2.44e-05
"4473","chr15",39917076,39917333,258,"*",2.99,3.88,0.3,3.57,7.07e-06,2.44e-05
"4474","chr16",89894146,89894603,458,"*",5.32,5.87,4.43,1.44,7.07e-06,2.44e-05
"4475","chr11",12269961,12270423,463,"*",5.72,6.25,4.88,1.37,7.08e-06,2.44e-05
"4476","chr14",38057114,38057784,671,"*",5.22,5.79,4.27,1.52,7.09e-06,2.45e-05
"4477","chr1",8260540,8260715,176,"*",2.72,3.64,-0.49,4.12,7.1e-06,2.45e-05
"4478","chr12",131561088,131561243,156,"*",2.73,3.65,-0.49,4.13,7.1e-06,2.45e-05
"4479","chr16",85456,85664,209,"*",3.18,4.05,0.7,3.35,7.14e-06,2.46e-05
"4480","chr16",87002597,87002805,209,"*",3.13,4,0.58,3.42,7.14e-06,2.46e-05
"4481","chr19",23583195,23583450,256,"*",3.3,4.13,1.09,3.04,7.15e-06,2.46e-05
"4482","chr14",102172891,102173166,276,"*",3.31,4.13,1.2,2.93,7.15e-06,2.47e-05
"4483","chr12",122500747,122501537,791,"*",5.38,5.99,4.3,1.7,7.21e-06,2.49e-05
"4484","chr7",1976420,1976750,331,"*",5.27,6.13,2.83,3.3,7.23e-06,2.49e-05
"4485","chr20",61907338,61907579,242,"*",2.93,3.82,0.14,3.68,7.23e-06,2.49e-05
"4486","chr13",72979677,72979894,218,"*",2.83,3.75,-0.49,4.24,7.26e-06,2.5e-05
"4487","chr1",72468818,72469075,258,"*",3.96,4.7,2.38,2.32,7.29e-06,2.51e-05
"4488","chr8",91926765,91927335,571,"*",5.37,5.98,4.29,1.68,7.3e-06,2.51e-05
"4489","chr20",25172374,25172610,237,"*",2.79,3.7,-0.25,3.95,7.31e-06,2.52e-05
"4490","chr10",5508554,5508806,253,"*",3.63,4.44,1.6,2.84,7.31e-06,2.52e-05
"4491","chr11",61730504,61730765,262,"*",3.84,4.58,2.26,2.32,7.33e-06,2.52e-05
"4492","chr20",12267167,12267434,268,"*",4.4,5.09,3.04,2.05,7.34e-06,2.53e-05
"4493","chr20",46927560,46927808,249,"*",4.46,5.16,3.05,2.11,7.35e-06,2.53e-05
"4494","chr16",84889750,84890152,403,"*",4.61,5.26,3.38,1.88,7.35e-06,2.53e-05
"4495","chr16",2879949,2880439,491,"*",4.46,5.13,3.16,1.97,7.39e-06,2.54e-05
"4496","chr14",91592750,91593010,261,"*",3.93,4.71,2.14,2.58,7.4e-06,2.54e-05
"4497","chr15",101774515,101774748,234,"*",3.55,4.36,1.56,2.8,7.42e-06,2.55e-05
"4498","chr17",81147265,81147521,257,"*",3.67,4.47,1.72,2.75,7.43e-06,2.55e-05
"4499","chr18",45576604,45576857,254,"*",3.35,4.19,1.09,3.09,7.45e-06,2.56e-05
"4500","chr3",107718010,107718838,829,"*",6.86,7.29,6.23,1.05,7.47e-06,2.56e-05
"4501","chr17",60860289,60860500,212,"*",3.83,4.6,2.06,2.54,7.49e-06,2.57e-05
"4502","chr5",138483453,138483655,203,"*",2.73,3.65,-0.49,4.14,7.5e-06,2.57e-05
"4503","chr16",86935616,86935940,325,"*",3.83,4.61,1.97,2.64,7.5e-06,2.57e-05
"4504","chr17",21131391,21131758,368,"*",4.43,5.1,3.16,1.93,7.51e-06,2.58e-05
"4505","chr2",218808315,218808543,229,"*",3.88,4.6,2.37,2.22,7.53e-06,2.58e-05
"4506","chr9",137885293,137885442,150,"*",2.77,3.68,-0.25,3.92,7.54e-06,2.59e-05
"4507","chr15",31120218,31120380,163,"*",2.71,3.63,-0.49,4.12,7.54e-06,2.59e-05
"4508","chr1",8403643,8403885,243,"*",3.73,4.5,1.98,2.51,7.54e-06,2.59e-05
"4509","chr19",35614476,35614747,272,"*",4.5,5.19,3.17,2.02,7.57e-06,2.59e-05
"4510","chr11",69369768,69369962,195,"*",3.21,4.03,1.1,2.93,7.6e-06,2.6e-05
"4511","chr14",106235694,106235954,261,"*",2.98,3.86,0.3,3.55,7.6e-06,2.6e-05
"4512","chr18",2385205,2385428,224,"*",3.3,4.13,1.16,2.97,7.61e-06,2.61e-05
"4513","chr4",89099140,89099350,211,"*",3.28,4.11,1.09,3.03,7.62e-06,2.61e-05
"4514","chr3",96876575,96876891,317,"*",4.04,4.79,2.41,2.38,7.65e-06,2.62e-05
"4515","chr19",7844514,7844937,424,"*",5,5.58,4,1.58,7.67e-06,2.62e-05
"4516","chr9",71442824,71443049,226,"*",3.27,4.12,0.97,3.15,7.67e-06,2.62e-05
"4517","chr3",40206625,40206830,206,"*",2.88,3.76,0.23,3.53,7.69e-06,2.63e-05
"4518","chr12",110511964,110512197,234,"*",2.74,3.66,-0.49,4.14,7.69e-06,2.63e-05
"4519","chr2",109521716,109521934,219,"*",3.49,4.29,1.53,2.77,7.75e-06,2.65e-05
"4520","chr12",56312892,56313094,203,"*",3.63,4.44,1.66,2.78,7.76e-06,2.65e-05
"4521","chr6",135592220,135592475,256,"*",3.28,4.13,1,3.12,7.76e-06,2.65e-05
"4522","chr1",201029093,201029325,233,"*",4.03,4.76,2.51,2.24,7.87e-06,2.69e-05
"4523","chr8",142273936,142274159,224,"*",3.66,4.41,1.97,2.44,7.89e-06,2.69e-05
"4524","chr7",127564931,127565129,199,"*",2.81,3.74,-0.49,4.23,7.89e-06,2.7e-05
"4525","chr5",135389267,135389751,485,"*",5.59,6.1,4.77,1.33,7.91e-06,2.7e-05
"4526","chr7",135205536,135205865,330,"*",4.39,5.09,2.98,2.11,7.99e-06,2.73e-05
"4527","chr7",112062922,112063230,309,"*",4.74,5.36,3.63,1.73,7.99e-06,2.73e-05
"4528","chr3",159322251,159322484,234,"*",3.17,4,1.01,3,8e-06,2.73e-05
"4529","chr8",117216082,117216285,204,"*",3.01,3.87,0.52,3.35,8.03e-06,2.74e-05
"4530","chr2",163689389,163689788,400,"*",3.76,4.56,1.79,2.77,8.04e-06,2.74e-05
"4531","chr10",93316488,93316927,440,"*",5.19,5.79,4.13,1.66,8.05e-06,2.74e-05
"4532","chr2",121071475,121071797,323,"*",3.64,4.4,1.94,2.46,8.06e-06,2.75e-05
"4533","chr22",26326723,26327084,362,"*",3.49,4.33,1.19,3.14,8.1e-06,2.76e-05
"4534","chr10",134079168,134079522,355,"*",3.76,4.5,2.16,2.34,8.11e-06,2.76e-05
"4535","chr18",2385539,2385906,368,"*",4.12,4.84,2.62,2.22,8.14e-06,2.77e-05
"4536","chr3",126792757,126793186,430,"*",4.67,5.31,3.49,1.82,8.17e-06,2.78e-05
"4537","chr1",153681024,153681269,246,"*",4.35,5.01,3.11,1.9,8.2e-06,2.79e-05
"4538","chr14",77577534,77577821,288,"*",4.92,5.63,3.48,2.15,8.21e-06,2.79e-05
"4539","chr6",139757882,139758297,416,"*",4.45,5.13,3.08,2.05,8.23e-06,2.8e-05
"4540","chr17",72864611,72864815,205,"*",2.87,3.75,0.23,3.52,8.3e-06,2.83e-05
"4541","chr10",29452799,29453049,251,"*",3.54,4.37,1.34,3.03,8.35e-06,2.84e-05
"4542","chr1",145728511,145728722,212,"*",3.54,4.36,1.47,2.89,8.37e-06,2.85e-05
"4543","chr21",42022187,42022458,272,"*",4.31,5.04,2.77,2.26,8.39e-06,2.85e-05
"4544","chr1",55894638,55895157,520,"*",5.32,5.87,4.41,1.46,8.4e-06,2.86e-05
"4545","chr8",1571507,1571779,273,"*",3.05,3.92,0.57,3.35,8.44e-06,2.87e-05
"4546","chr10",152990,153115,126,"*",2.74,3.66,-0.49,4.15,8.44e-06,2.87e-05
"4547","chr6",75029557,75029748,192,"*",2.81,3.72,-0.25,3.96,8.51e-06,2.89e-05
"4548","chr12",125039859,125040054,196,"*",3.4,4.19,1.54,2.65,8.53e-06,2.9e-05
"4549","chr13",55165803,55166044,242,"*",3.76,4.59,1.6,2.99,8.53e-06,2.9e-05
"4550","chr11",64206551,64206896,346,"*",4.37,5.07,2.95,2.12,8.55e-06,2.9e-05
"4551","chr12",122516223,122516574,352,"*",4.55,5.18,3.39,1.79,8.57e-06,2.91e-05
"4552","chr11",34592193,34592527,335,"*",3.74,4.48,2.11,2.37,8.6e-06,2.92e-05
"4553","chr9",125770414,125770596,183,"*",2.71,3.63,-0.49,4.11,8.6e-06,2.92e-05
"4554","chr8",69789353,69789595,243,"*",2.95,3.87,-0.25,4.12,8.64e-06,2.93e-05
"4555","chr1",53372080,53372311,232,"*",3.15,3.98,0.93,3.06,8.64e-06,2.93e-05
"4556","chr16",85496101,85496394,294,"*",3.95,4.66,2.48,2.18,8.64e-06,2.93e-05
"4557","chr15",41253142,41253420,279,"*",3.6,4.39,1.7,2.7,8.64e-06,2.93e-05
"4558","chr7",67157491,67157652,162,"*",2.9,3.79,0.14,3.65,8.66e-06,2.93e-05
"4559","chr14",99719795,99719939,145,"*",2.69,3.6,-0.49,4.09,8.69e-06,2.94e-05
"4560","chr6",116393791,116394067,277,"*",2.79,3.71,-0.49,4.2,8.69e-06,2.94e-05
"4561","chr7",107981553,107981740,188,"*",3.4,4.25,1.1,3.14,8.74e-06,2.96e-05
"4562","chr15",60685219,60685591,373,"*",5,5.61,3.92,1.68,8.79e-06,2.98e-05
"4563","chr5",103764370,103764612,243,"*",3.56,4.38,1.49,2.89,8.85e-06,2.99e-05
"4564","chr2",129065143,129065373,231,"*",3.37,4.19,1.25,2.93,8.92e-06,3.02e-05
"4565","chr10",58424903,58425143,241,"*",4.28,5.05,2.51,2.54,8.94e-06,3.02e-05
"4566","chr2",237934461,237934758,298,"*",4.03,4.74,2.58,2.16,8.97e-06,3.04e-05
"4567","chr15",81171089,81171576,488,"*",5.06,5.72,3.83,1.88,8.98e-06,3.04e-05
"4568","chr7",34109282,34109561,280,"*",3.6,4.42,1.52,2.9,9e-06,3.04e-05
"4569","chr2",43575024,43575248,225,"*",4.01,4.74,2.42,2.32,9.05e-06,3.06e-05
"4570","chr20",45881539,45881734,196,"*",4.57,5.24,3.29,1.95,9.06e-06,3.06e-05
"4571","chr20",60872422,60872659,238,"*",3.62,4.4,1.8,2.6,9.09e-06,3.07e-05
"4572","chr18",60103766,60104062,297,"*",3.33,4.13,1.34,2.79,9.1e-06,3.08e-05
"4573","chr7",105711909,105712059,151,"*",3.09,3.96,0.58,3.38,9.13e-06,3.09e-05
"4574","chr9",80203553,80203768,216,"*",3.33,4.15,1.19,2.96,9.18e-06,3.1e-05
"4575","chr15",91417380,91417680,301,"*",4.13,4.84,2.7,2.14,9.19e-06,3.1e-05
"4576","chr9",33163895,33164110,216,"*",3.52,4.32,1.59,2.73,9.23e-06,3.11e-05
"4577","chr6",33684977,33685428,452,"*",5.55,6.06,4.75,1.31,9.23e-06,3.11e-05
"4578","chr13",108656003,108656311,309,"*",3.68,4.44,2.01,2.43,9.23e-06,3.12e-05
"4579","chr2",69677107,69677300,194,"*",2.86,3.75,0.13,3.62,9.23e-06,3.12e-05
"4580","chr7",7596422,7596565,144,"*",2.69,3.6,-0.49,4.09,9.26e-06,3.12e-05
"4581","chr3",125930629,125930869,241,"*",3.47,4.27,1.53,2.74,9.27e-06,3.13e-05
"4582","chr9",5440490,5440787,298,"*",3.7,4.48,1.89,2.59,9.28e-06,3.13e-05
"4583","chr9",136552325,136552567,243,"*",3.8,4.56,2.12,2.44,9.3e-06,3.13e-05
"4584","chr19",5298444,5298840,397,"*",4.2,4.88,2.89,1.98,9.34e-06,3.15e-05
"4585","chr5",128434312,128434527,216,"*",3.76,4.51,2.13,2.37,9.34e-06,3.15e-05
"4586","chr6",167662509,167662730,222,"*",2.92,3.79,0.39,3.4,9.36e-06,3.15e-05
"4587","chr18",55395514,55395714,201,"*",3.09,3.96,0.58,3.38,9.42e-06,3.17e-05
"4588","chr21",16572957,16573198,242,"*",3.04,3.91,0.56,3.35,9.43e-06,3.17e-05
"4589","chr16",30072250,30072616,367,"*",4.6,5.26,3.38,1.88,9.43e-06,3.17e-05
"4590","chr2",137085069,137085366,298,"*",3.29,4.1,1.29,2.81,9.44e-06,3.18e-05
"4591","chr1",3585365,3585679,315,"*",3.89,4.67,2.09,2.58,9.58e-06,3.22e-05
"4592","chr7",70716635,70717106,472,"*",5.07,5.67,4.04,1.64,9.58e-06,3.22e-05
"4593","chr1",191124453,191124762,310,"*",2.9,3.8,-0.04,3.84,9.59e-06,3.23e-05
"4594","chr6",151979141,151979649,509,"*",6.19,6.71,5.37,1.33,9.61e-06,3.23e-05
"4595","chr11",91329214,91329536,323,"*",4.35,5.13,2.51,2.63,9.62e-06,3.23e-05
