"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"3326","chr3",126202681,126202978,298,"*",2.69,0.77,3.49,-2.71,3.61e-07,7.16e-07
"3327","chr6",42062871,42063101,231,"*",2.42,0.18,3.25,-3.08,3.64e-07,7.22e-07
"3328","chr2",142662203,142662501,299,"*",2.5,0.24,3.34,-3.1,3.64e-07,7.22e-07
"3329","chr4",97623127,97623408,282,"*",2.68,0.82,3.47,-2.65,3.65e-07,7.23e-07
"3330","chr6",114841523,114841756,234,"*",2.29,-0.36,3.17,-3.53,3.65e-07,7.23e-07
"3331","chr9",82104464,82104919,456,"*",4.48,3.65,5.01,-1.36,3.66e-07,7.25e-07
"3332","chr8",128213447,128213660,214,"*",2.67,0.45,3.51,-3.06,3.66e-07,7.25e-07
"3333","chr1",164567915,164568251,337,"*",2.93,1.19,3.69,-2.5,3.67e-07,7.27e-07
"3334","chr20",8224563,8224902,340,"*",2.75,0.96,3.52,-2.56,3.67e-07,7.27e-07
"3335","chr8",21350018,21350297,280,"*",2.47,0.09,3.32,-3.23,3.69e-07,7.31e-07
"3336","chr10",81042273,81042566,294,"*",2.32,-0.54,3.22,-3.76,3.7e-07,7.31e-07
"3337","chr9",83097222,83097586,365,"*",3.63,2.4,4.28,-1.88,3.71e-07,7.33e-07
"3338","chr2",42001366,42001651,286,"*",2.85,0.92,3.64,-2.72,3.72e-07,7.34e-07
"3339","chr13",52503928,52504213,286,"*",2.54,0.24,3.38,-3.14,3.73e-07,7.36e-07
"3340","chr17",70630946,70631188,243,"*",2.47,0.19,3.31,-3.12,3.74e-07,7.39e-07
"3341","chr18",41362411,41362764,354,"*",2.58,0.34,3.42,-3.08,3.75e-07,7.4e-07
"3342","chr19",43769072,43769418,347,"*",3.24,1.76,3.96,-2.2,3.76e-07,7.43e-07
"3343","chr19",31189461,31189774,314,"*",3.15,1.45,3.91,-2.47,3.79e-07,7.47e-07
"3344","chr6",128919657,128920154,498,"*",4.38,3.53,4.91,-1.38,3.8e-07,7.49e-07
"3345","chr8",117369002,117369280,279,"*",2.82,0.82,3.63,-2.81,3.81e-07,7.51e-07
"3346","chr2",194665650,194665994,345,"*",2.83,1.19,3.58,-2.39,3.81e-07,7.52e-07
"3347","chr5",104724268,104724580,313,"*",2.9,1.13,3.67,-2.54,3.83e-07,7.54e-07
"3348","chr13",45391480,45391793,314,"*",2.91,1.23,3.67,-2.44,3.83e-07,7.55e-07
"3349","chr3",126927499,126927842,344,"*",2.48,-0.34,3.37,-3.71,3.84e-07,7.55e-07
"3350","chr12",125478442,125478792,351,"*",3.76,2.57,4.41,-1.84,3.85e-07,7.58e-07
"3351","chr5",128464887,128465210,324,"*",2.49,0.24,3.33,-3.09,3.89e-07,7.65e-07
"3352","chr2",218196290,218196849,560,"*",4.28,3.23,4.88,-1.66,3.9e-07,7.68e-07
"3353","chr4",75574493,75574766,274,"*",2.75,0.97,3.53,-2.56,3.91e-07,7.69e-07
"3354","chr3",181568710,181569467,758,"*",4.65,3.91,5.14,-1.23,3.91e-07,7.69e-07
"3355","chr5",1865088,1865472,385,"*",3.84,2.69,4.48,-1.79,3.91e-07,7.69e-07
"3356","chr12",79416533,79417007,475,"*",3.91,2.74,4.54,-1.81,3.92e-07,7.7e-07
"3357","chr4",23947359,23947672,314,"*",2.96,1.26,3.72,-2.46,3.93e-07,7.72e-07
"3358","chr14",75445124,75445353,230,"*",2.37,-0.18,3.25,-3.43,3.94e-07,7.75e-07
"3359","chr7",7951054,7951435,382,"*",4.03,3.12,4.58,-1.46,3.96e-07,7.79e-07
"3360","chr1",153580765,153581012,248,"*",2.41,-0.03,3.27,-3.3,3.97e-07,7.79e-07
"3361","chr20",34671191,34671523,333,"*",3.15,1.62,3.88,-2.26,4e-07,7.85e-07
"3362","chr16",50740149,50740490,342,"*",3.41,2.24,4.05,-1.81,4.01e-07,7.88e-07
"3363","chr20",24640638,24640924,287,"*",2.28,-0.54,3.17,-3.71,4.02e-07,7.88e-07
"3364","chr1",232328782,232329112,331,"*",3.58,2.48,4.2,-1.72,4.04e-07,7.92e-07
"3365","chr2",10161911,10162183,273,"*",3.03,1.55,3.74,-2.19,4.04e-07,7.92e-07
"3366","chr1",224392592,224392912,321,"*",2.85,1.1,3.61,-2.52,4.06e-07,7.95e-07
"3367","chr10",12914640,12914970,331,"*",3.45,2.16,4.12,-1.96,4.15e-07,8.12e-07
"3368","chr15",89028003,89028231,229,"*",2.31,-0.36,3.2,-3.56,4.17e-07,8.16e-07
"3369","chr1",42631379,42631839,461,"*",2.92,0.95,3.72,-2.77,4.17e-07,8.17e-07
"3370","chr21",46193468,46193881,414,"*",3.96,2.97,4.54,-1.57,4.19e-07,8.21e-07
"3371","chr10",128232370,128232630,261,"*",2.36,-0.36,3.25,-3.61,4.2e-07,8.21e-07
"3372","chrX",66918038,66918387,350,"*",2.76,0.85,3.56,-2.71,4.2e-07,8.22e-07
"3373","chr4",77491229,77491842,614,"*",4.25,3.36,4.8,-1.44,4.24e-07,8.29e-07
"3374","chr14",24952999,24953321,323,"*",2.42,0.03,3.27,-3.24,4.24e-07,8.29e-07
"3375","chr19",55526278,55526573,296,"*",2.31,-0.36,3.19,-3.55,4.25e-07,8.3e-07
"3376","chr7",105639612,105639896,285,"*",2.93,1.39,3.66,-2.27,4.26e-07,8.32e-07
"3377","chr11",66798510,66798775,266,"*",2.6,0.43,3.43,-3.01,4.27e-07,8.34e-07
"3378","chr8",40230921,40231238,318,"*",2.87,1.12,3.64,-2.52,4.28e-07,8.36e-07
"3379","chr21",23261317,23261553,237,"*",2.28,-0.36,3.15,-3.51,4.34e-07,8.47e-07
"3380","chr6",13149146,13149392,247,"*",2.31,-0.34,3.19,-3.54,4.35e-07,8.49e-07
"3381","chr10",68874712,68875055,344,"*",3.87,2.9,4.45,-1.54,4.35e-07,8.49e-07
"3382","chr14",67399386,67399652,267,"*",2.71,0.85,3.5,-2.65,4.39e-07,8.56e-07
"3383","chr9",128263149,128263758,610,"*",5.1,4.4,5.58,-1.18,4.39e-07,8.56e-07
"3384","chr10",104928686,104929004,319,"*",2.59,0.44,3.42,-2.98,4.39e-07,8.56e-07
"3385","chr1",32345808,32346089,282,"*",2.4,-0.03,3.26,-3.29,4.41e-07,8.6e-07
"3386","chr1",43403475,43403764,290,"*",2.79,0.82,3.59,-2.78,4.43e-07,8.62e-07
"3387","chr15",64864017,64864429,413,"*",3.65,2.56,4.27,-1.71,4.45e-07,8.66e-07
"3388","chr6",35370345,35370668,324,"*",2.96,1.35,3.71,-2.36,4.49e-07,8.73e-07
"3389","chr7",73129989,73130332,344,"*",2.72,0.71,3.53,-2.82,4.49e-07,8.75e-07
"3390","chr15",57883829,57884364,536,"*",3.56,2.26,4.23,-1.97,4.5e-07,8.75e-07
"3391","chr15",56067578,56067934,357,"*",2.46,0.12,3.31,-3.19,4.5e-07,8.76e-07
"3392","chr9",74625845,74626131,287,"*",2.3,-0.36,3.18,-3.54,4.55e-07,8.84e-07
"3393","chrX",16623415,16623704,290,"*",2.99,1.47,3.71,-2.24,4.56e-07,8.86e-07
"3394","chr3",171858618,171858962,345,"*",2.82,0.95,3.6,-2.65,4.56e-07,8.86e-07
"3395","chr1",145694352,145694854,503,"*",4.07,3.15,4.63,-1.48,4.57e-07,8.87e-07
"3396","chr6",158461437,158461802,366,"*",3.96,2.98,4.53,-1.55,4.57e-07,8.88e-07
"3397","chr17",65974631,65974951,321,"*",3.63,2.48,4.26,-1.79,4.59e-07,8.91e-07
"3398","chr19",47423562,47423838,277,"*",2.41,0.17,3.25,-3.08,4.6e-07,8.92e-07
"3399","chr12",71863130,71863424,295,"*",2.78,0.84,3.58,-2.74,4.63e-07,8.99e-07
"3400","chr8",116999982,117000473,492,"*",4.73,3.95,5.23,-1.28,4.66e-07,9.05e-07
"3401","chr1",150976593,150976817,225,"*",2.88,1.16,3.64,-2.49,4.7e-07,9.12e-07
"3402","chr6",109493471,109493809,339,"*",3.42,2.08,4.11,-2.02,4.7e-07,9.12e-07
"3403","chr8",102450687,102450968,282,"*",3.04,1.5,3.77,-2.27,4.73e-07,9.17e-07
"3404","chr14",74224598,74224867,270,"*",2.5,0.4,3.32,-2.93,4.74e-07,9.18e-07
"3405","chr19",50073858,50074186,329,"*",3.23,1.72,3.95,-2.23,4.78e-07,9.26e-07
"3406","chr2",190150180,190150532,353,"*",2.94,1.16,3.71,-2.56,4.82e-07,9.33e-07
"3407","chr10",81101961,81102249,289,"*",2.33,-0.36,3.22,-3.58,4.83e-07,9.34e-07
"3408","chrX",13047541,13047829,289,"*",2.75,0.72,3.56,-2.84,4.83e-07,9.35e-07
"3409","chr9",100904705,100905028,324,"*",2.78,1.05,3.54,-2.49,4.84e-07,9.36e-07
"3410","chr19",3713060,3713531,472,"*",3.07,1.53,3.8,-2.27,4.85e-07,9.37e-07
"3411","chr3",15428725,15428980,256,"*",2.27,-0.54,3.16,-3.7,4.85e-07,9.37e-07
"3412","chr2",164636711,164637090,380,"*",3.08,1.33,3.85,-2.51,4.87e-07,9.42e-07
"3413","chr13",29017105,29017397,293,"*",2.52,0.34,3.35,-3.01,4.88e-07,9.42e-07
"3414","chr1",100895894,100896259,366,"*",3.42,2.28,4.04,-1.77,4.88e-07,9.44e-07
"3415","chr17",64670152,64670468,317,"*",2.73,0.63,3.55,-2.91,4.92e-07,9.49e-07
"3416","chr1",188458403,188458756,354,"*",3.57,2.44,4.19,-1.75,4.92e-07,9.5e-07
"3417","chr3",127486018,127486255,238,"*",2.6,0.6,3.41,-2.81,4.93e-07,9.52e-07
"3418","chr2",72799708,72799975,268,"*",2.36,-0.18,3.24,-3.42,4.94e-07,9.53e-07
"3419","chr16",79019842,79020118,277,"*",2.69,0.67,3.5,-2.83,4.94e-07,9.53e-07
"3420","chr2",75095082,75095490,409,"*",3.27,1.91,3.96,-2.05,4.95e-07,9.55e-07
"3421","chr4",33483371,33483803,433,"*",3.53,2.36,4.17,-1.81,4.96e-07,9.55e-07
"3422","chr10",8449458,8449997,540,"*",4.38,3.48,4.93,-1.45,5e-07,9.63e-07
"3423","chr13",48670758,48671231,474,"*",3.75,2.68,4.36,-1.68,5.01e-07,9.65e-07
"3424","chr3",69856815,69857103,289,"*",2.26,-0.34,3.14,-3.49,5.01e-07,9.65e-07
"3425","chr14",98596161,98596427,267,"*",2.37,-0.18,3.25,-3.43,5.03e-07,9.68e-07
"3426","chr7",107999053,107999382,330,"*",3.25,1.87,3.94,-2.06,5.04e-07,9.71e-07
"3427","chr4",139818999,139819265,267,"*",3.04,1.35,3.79,-2.45,5.05e-07,9.72e-07
"3428","chr10",75579280,75579601,322,"*",3.26,1.79,3.97,-2.18,5.11e-07,9.83e-07
"3429","chr17",58645267,58645761,495,"*",5.3,4.63,5.75,-1.12,5.12e-07,9.85e-07
"3430","chr4",101699719,101699974,256,"*",2.25,-0.54,3.14,-3.68,5.14e-07,9.89e-07
"3431","chr13",30492918,30493231,314,"*",2.92,1.29,3.67,-2.39,5.16e-07,9.93e-07
"3432","chr6",16769494,16769982,489,"*",2.58,0.45,3.4,-2.95,5.18e-07,9.96e-07
"3433","chr20",45771619,45771863,245,"*",3.16,1.43,3.93,-2.5,5.19e-07,9.97e-07
"3434","chr2",9946435,9946693,259,"*",2.52,0.33,3.35,-3.02,5.2e-07,1e-06
"3435","chr4",159082783,159083094,312,"*",2.38,-0.04,3.24,-3.28,5.22e-07,1e-06
"3436","chr6",125519060,125519302,243,"*",2.73,0.9,3.52,-2.62,5.29e-07,1.01e-06
"3437","chr21",43135968,43136402,435,"*",3.04,1.45,3.78,-2.33,5.29e-07,1.02e-06
"3438","chr3",14309574,14309893,320,"*",2.66,0.59,3.48,-2.89,5.29e-07,1.02e-06
"3439","chr8",8094413,8094793,381,"*",3.41,2.15,4.07,-1.92,5.31e-07,1.02e-06
"3440","chr11",112425368,112425649,282,"*",2.26,-0.54,3.15,-3.69,5.33e-07,1.02e-06
"3441","chrX",153769163,153769687,525,"*",4.42,3.56,4.96,-1.4,5.33e-07,1.02e-06
"3442","chr7",2079250,2079531,282,"*",2.55,0.44,3.37,-2.93,5.34e-07,1.02e-06
"3443","chr3",52466834,52467107,274,"*",2.61,0.59,3.42,-2.83,5.35e-07,1.03e-06
"3444","chr2",138433526,138433848,323,"*",3.64,2.43,4.29,-1.86,5.37e-07,1.03e-06
"3445","chr3",95911812,95912114,303,"*",3.22,1.81,3.91,-2.1,5.42e-07,1.04e-06
"3446","chr10",17281298,17281594,297,"*",2.41,-0.05,3.27,-3.32,5.43e-07,1.04e-06
"3447","chr3",175400581,175400870,290,"*",2.66,0.56,3.48,-2.92,5.44e-07,1.04e-06
"3448","chr13",39256309,39256550,242,"*",2.39,0.03,3.24,-3.21,5.45e-07,1.04e-06
"3449","chr6",109028749,109029096,348,"*",4.21,3.21,4.8,-1.59,5.46e-07,1.04e-06
"3450","chr10",61725188,61725509,322,"*",3.08,1.5,3.81,-2.31,5.46e-07,1.04e-06
"3451","chr7",158808140,158808551,412,"*",4.09,3.12,4.66,-1.53,5.47e-07,1.05e-06
"3452","chr4",40672616,40672941,326,"*",3.3,1.94,3.99,-2.05,5.48e-07,1.05e-06
"3453","chr1",112521440,112521705,266,"*",3.05,1.42,3.8,-2.37,5.5e-07,1.05e-06
"3454","chr3",178100127,178100718,592,"*",4.28,3.35,4.83,-1.48,5.55e-07,1.06e-06
"3455","chr5",102349951,102350448,498,"*",3.48,2.2,4.14,-1.94,5.56e-07,1.06e-06
"3456","chr6",83278438,83278686,249,"*",2.39,-0.02,3.24,-3.26,5.59e-07,1.07e-06
"3457","chr18",64490824,64491055,232,"*",2.21,-0.54,3.1,-3.64,5.6e-07,1.07e-06
"3458","chr14",26308909,26309239,331,"*",2.41,0.09,3.26,-3.17,5.6e-07,1.07e-06
"3459","chr21",43203664,43204019,356,"*",4.62,3.84,5.13,-1.29,5.64e-07,1.07e-06
"3460","chr5",116194591,116194892,302,"*",2.63,0.67,3.43,-2.76,5.65e-07,1.08e-06
"3461","chr7",33824495,33824810,316,"*",2.96,1.37,3.7,-2.33,5.65e-07,1.08e-06
"3462","chr20",47280307,47280607,301,"*",3.59,2.41,4.23,-1.82,5.72e-07,1.09e-06
"3463","chr13",98950124,98950387,264,"*",2.86,1.16,3.62,-2.47,5.72e-07,1.09e-06
"3464","chr17",41616784,41617098,315,"*",3.11,1.75,3.8,-2.06,5.73e-07,1.09e-06
"3465","chr9",105844970,105845236,267,"*",2.31,-0.17,3.18,-3.35,5.74e-07,1.09e-06
"3466","chr14",23356015,23356268,254,"*",3,1.43,3.73,-2.29,5.78e-07,1.1e-06
"3467","chr3",71160089,71160368,280,"*",2.82,1.2,3.57,-2.37,5.79e-07,1.1e-06
"3468","chr5",14256985,14257310,326,"*",2.91,1.11,3.68,-2.57,5.8e-07,1.1e-06
"3469","chr22",31975829,31976373,545,"*",4.07,3.18,4.61,-1.44,5.84e-07,1.11e-06
"3470","chr3",40024216,40025188,973,"*",4.46,3.46,5.05,-1.59,5.86e-07,1.11e-06
"3471","chr6",96718045,96718407,363,"*",2.7,0.63,3.51,-2.88,5.91e-07,1.12e-06
"3472","chr12",46785448,46785728,281,"*",2.35,-0.05,3.21,-3.26,5.92e-07,1.13e-06
"3473","chr19",48565988,48566296,309,"*",3.03,1.23,3.81,-2.58,5.93e-07,1.13e-06
"3474","chr3",183009479,183009923,445,"*",4.15,3.28,4.7,-1.42,5.95e-07,1.13e-06
"3475","chr10",126812357,126812674,318,"*",2.58,0.47,3.41,-2.94,5.95e-07,1.13e-06
"3476","chr15",51057244,51057520,277,"*",3.01,1.28,3.77,-2.49,5.96e-07,1.13e-06
"3477","chr2",66439960,66440289,330,"*",4.01,3.05,4.58,-1.53,6.02e-07,1.14e-06
"3478","chr11",110210328,110210600,273,"*",2.28,-0.36,3.16,-3.52,6.02e-07,1.14e-06
"3479","chr7",13079669,13080074,406,"*",2.88,1.21,3.63,-2.42,6.04e-07,1.14e-06
"3480","chr8",27730118,27730481,364,"*",3.39,2.24,4.02,-1.78,6.04e-07,1.15e-06
"3481","chrX",130708395,130708647,253,"*",2.2,-0.54,3.09,-3.63,6.09e-07,1.15e-06
"3482","chr11",72904985,72905298,314,"*",3.4,2.12,4.06,-1.94,6.11e-07,1.16e-06
"3483","chr2",95682650,95683075,426,"*",2.59,0.56,3.4,-2.84,6.13e-07,1.16e-06
"3484","chr1",10010459,10010861,403,"*",4.97,4.21,5.46,-1.26,6.14e-07,1.16e-06
"3485","chr7",95804403,95804639,237,"*",2.2,-0.54,3.09,-3.63,6.14e-07,1.16e-06
"3486","chr12",51922690,51922953,264,"*",2.33,0.05,3.17,-3.12,6.17e-07,1.17e-06
"3487","chr3",124856341,124856651,311,"*",2.26,-0.54,3.15,-3.7,6.18e-07,1.17e-06
"3488","chr13",64792218,64792518,301,"*",2.98,1.31,3.74,-2.43,6.24e-07,1.18e-06
"3489","chr10",43859044,43859299,256,"*",2.29,-0.18,3.16,-3.34,6.26e-07,1.18e-06
"3490","chr8",15422133,15422444,312,"*",2.56,0.44,3.38,-2.94,6.3e-07,1.19e-06
"3491","chr12",75266966,75267230,265,"*",2.42,0.12,3.27,-3.14,6.31e-07,1.19e-06
"3492","chr1",6217958,6218238,281,"*",2.72,0.91,3.49,-2.58,6.34e-07,1.2e-06
"3493","chr19",13280774,13281037,264,"*",2.41,-0.05,3.27,-3.33,6.34e-07,1.2e-06
"3494","chr2",152120740,152121026,287,"*",2.5,0.23,3.34,-3.11,6.35e-07,1.2e-06
"3495","chr14",65427632,65428001,370,"*",2.99,1.22,3.77,-2.55,6.37e-07,1.2e-06
"3496","chr10",69968250,69968577,328,"*",2.94,1.37,3.67,-2.3,6.4e-07,1.21e-06
"3497","chr21",39715618,39716021,404,"*",3.56,2.38,4.2,-1.82,6.41e-07,1.21e-06
"3498","chr10",124987321,124987706,386,"*",3.73,2.67,4.34,-1.67,6.46e-07,1.22e-06
"3499","chr10",8623945,8624238,294,"*",3.2,1.78,3.9,-2.12,6.47e-07,1.22e-06
"3500","chr8",48343943,48344219,277,"*",2.23,-0.54,3.12,-3.66,6.48e-07,1.22e-06
"3501","chr17",39571599,39572079,481,"*",3.63,2.51,4.25,-1.74,6.48e-07,1.22e-06
"3502","chr1",109694843,109695179,337,"*",4.17,3.17,4.76,-1.58,6.48e-07,1.22e-06
"3503","chr2",174748131,174748424,294,"*",2.26,-0.36,3.14,-3.5,6.52e-07,1.23e-06
"3504","chr5",55309226,55309612,387,"*",3.34,2.14,3.99,-1.86,6.57e-07,1.24e-06
"3505","chr1",15252536,15252869,334,"*",3.4,1.95,4.1,-2.15,6.58e-07,1.24e-06
"3506","chr8",108199527,108199859,333,"*",2.6,0.54,3.41,-2.88,6.61e-07,1.24e-06
"3507","chr15",62405157,62405405,249,"*",2.36,0.04,3.21,-3.17,6.61e-07,1.24e-06
"3508","chr20",56561660,56561953,294,"*",2.69,0.88,3.47,-2.59,6.64e-07,1.25e-06
"3509","chr7",105577908,105578222,315,"*",3.39,2.05,4.07,-2.02,6.64e-07,1.25e-06
"3510","chr1",202016132,202016472,341,"*",3.48,2.28,4.13,-1.85,6.64e-07,1.25e-06
"3511","chr6",145508597,145508996,400,"*",3.85,2.89,4.42,-1.53,6.64e-07,1.25e-06
"3512","chr15",59148487,59149041,555,"*",3.08,1.49,3.82,-2.33,6.64e-07,1.25e-06
"3513","chr5",14529073,14529576,504,"*",4.69,3.83,5.22,-1.39,6.71e-07,1.26e-06
"3514","chr9",110893233,110893696,464,"*",4.97,4.22,5.46,-1.24,6.72e-07,1.26e-06
"3515","chr4",84018456,84018797,342,"*",2.39,0.18,3.22,-3.04,6.76e-07,1.27e-06
"3516","chr6",123412159,123412433,275,"*",2.69,0.74,3.49,-2.75,6.78e-07,1.27e-06
"3517","chr3",195877047,195877318,272,"*",2.3,-0.34,3.18,-3.52,6.82e-07,1.28e-06
"3518","chr12",119917118,119917488,371,"*",3.89,2.98,4.45,-1.47,6.85e-07,1.28e-06
"3519","chr22",29774015,29774407,393,"*",3.8,2.79,4.39,-1.6,6.86e-07,1.29e-06
"3520","chr10",7987813,7988138,326,"*",3.4,2.14,4.06,-1.92,6.87e-07,1.29e-06
"3521","chr4",140796607,140796902,296,"*",2.56,0.44,3.38,-2.94,6.87e-07,1.29e-06
"3522","chr1",201464599,201464806,208,"*",2.2,-0.54,3.09,-3.63,6.88e-07,1.29e-06
"3523","chr6",122973584,122973831,248,"*",2.37,-0.05,3.23,-3.29,6.89e-07,1.29e-06
"3524","chr6",122972780,122973118,339,"*",2.33,-0.04,3.19,-3.23,6.91e-07,1.29e-06
"3525","chr12",91493218,91493479,262,"*",2.64,0.82,3.42,-2.6,6.97e-07,1.3e-06
"3526","chr1",55894736,55895145,410,"*",3.54,2.46,4.15,-1.69,6.98e-07,1.31e-06
"3527","chr3",66000402,66000755,354,"*",2.73,0.92,3.51,-2.58,7.03e-07,1.31e-06
"3528","chr8",87159303,87159580,278,"*",3.45,2.17,4.12,-1.95,7.04e-07,1.32e-06
"3529","chr22",50015302,50015609,308,"*",2.24,-0.54,3.13,-3.67,7.05e-07,1.32e-06
"3530","chr21",20913908,20914200,293,"*",2.89,1.32,3.62,-2.3,7.08e-07,1.32e-06
"3531","chr14",44259911,44260197,287,"*",2.72,1.01,3.48,-2.47,7.13e-07,1.33e-06
"3532","chr6",56244012,56244264,253,"*",2.98,1.2,3.76,-2.56,7.13e-07,1.33e-06
"3533","chr4",87855809,87856038,230,"*",2.75,0.75,3.56,-2.81,7.14e-07,1.33e-06
"3534","chr22",29877727,29878041,315,"*",3.27,1.9,3.95,-2.05,7.27e-07,1.36e-06
"3535","chr10",99331371,99331744,374,"*",4.11,3.2,4.66,-1.46,7.3e-07,1.36e-06
"3536","chr11",69065993,69066265,273,"*",2.51,0.49,3.32,-2.82,7.33e-07,1.37e-06
"3537","chr13",56302520,56302805,286,"*",2.41,0.16,3.25,-3.09,7.41e-07,1.38e-06
"3538","chr14",88477089,88477435,347,"*",3.03,1.41,3.77,-2.36,7.43e-07,1.38e-06
"3539","chr12",47582563,47582899,337,"*",2.55,0.33,3.39,-3.05,7.45e-07,1.39e-06
"3540","chr2",157790523,157790740,218,"*",2.78,1.1,3.54,-2.44,7.48e-07,1.39e-06
"3541","chr11",101307259,101307593,335,"*",2.21,-0.54,3.1,-3.64,7.49e-07,1.4e-06
"3542","chr1",154973408,154973839,432,"*",3.01,1.35,3.76,-2.4,7.52e-07,1.4e-06
"3543","chr11",34689811,34690127,317,"*",3.28,2.02,3.95,-1.93,7.53e-07,1.4e-06
"3544","chr15",81171223,81171518,296,"*",3.3,1.92,3.99,-2.07,7.55e-07,1.4e-06
"3545","chr1",202015203,202015704,502,"*",4.13,3.05,4.74,-1.69,7.55e-07,1.41e-06
"3546","chr1",96699988,96700279,292,"*",2.78,0.99,3.55,-2.57,7.58e-07,1.41e-06
"3547","chr20",4142653,4142887,235,"*",2.45,0.21,3.29,-3.08,7.59e-07,1.41e-06
"3548","chr8",21541485,21541788,304,"*",3.02,1.48,3.74,-2.26,7.62e-07,1.42e-06
"3549","chr21",23269873,23270208,336,"*",3.9,2.93,4.47,-1.54,7.75e-07,1.44e-06
"3550","chr3",64487157,64487491,335,"*",5.12,4.38,5.61,-1.22,7.75e-07,1.44e-06
"3551","chr11",68714173,68714435,263,"*",2.35,-0.03,3.21,-3.24,7.76e-07,1.44e-06
"3552","chr17",48189805,48190045,241,"*",2.44,0.28,3.27,-2.99,7.76e-07,1.44e-06
"3553","chr7",155369669,155369891,223,"*",2.35,-0.2,3.22,-3.42,7.81e-07,1.45e-06
"3554","chr18",13253714,13253945,232,"*",2.48,0.34,3.31,-2.97,7.87e-07,1.46e-06
"3555","chr1",24345320,24345642,323,"*",3.23,1.98,3.89,-1.91,7.87e-07,1.46e-06
"3556","chr19",39651038,39651299,262,"*",2.83,1.19,3.58,-2.38,7.9e-07,1.47e-06
"3557","chr1",235109487,235109814,328,"*",3.37,2.12,4.03,-1.91,7.92e-07,1.47e-06
"3558","chr8",102935616,102935885,270,"*",2.25,-0.36,3.13,-3.49,7.92e-07,1.47e-06
"3559","chr1",117161801,117162121,321,"*",2.84,1.12,3.6,-2.47,7.93e-07,1.47e-06
"3560","chr7",100728387,100728692,306,"*",2.98,1.51,3.69,-2.18,7.94e-07,1.47e-06
"3561","chr20",51962782,51963220,439,"*",4.07,3.12,4.64,-1.52,7.94e-07,1.47e-06
"3562","chr20",60813057,60813380,324,"*",3.22,1.79,3.92,-2.14,8e-07,1.48e-06
"3563","chr12",92007305,92007562,258,"*",2.22,-0.36,3.09,-3.45,8.02e-07,1.48e-06
"3564","chr6",148955042,148955276,235,"*",2.24,-0.36,3.11,-3.47,8.02e-07,1.49e-06
"3565","chr16",88050427,88050929,503,"*",2.23,-0.36,3.1,-3.46,8.04e-07,1.49e-06
"3566","chr17",4437555,4437912,358,"*",2.64,0.44,3.48,-3.04,8.05e-07,1.49e-06
"3567","chr3",14718550,14718783,234,"*",2.58,0.55,3.39,-2.84,8.06e-07,1.49e-06
"3568","chr6",37537700,37537998,299,"*",2.39,0.08,3.24,-3.16,8.13e-07,1.5e-06
"3569","chr3",57063702,57064003,302,"*",2.48,0.34,3.31,-2.97,8.15e-07,1.51e-06
"3570","chr9",20634375,20634656,282,"*",2.71,0.84,3.5,-2.66,8.16e-07,1.51e-06
"3571","chr7",50839035,50839321,287,"*",2.99,1.21,3.76,-2.55,8.19e-07,1.51e-06
"3572","chr16",2908042,2908316,275,"*",2.9,1.36,3.63,-2.28,8.2e-07,1.51e-06
"3573","chr5",92375652,92375977,326,"*",2.92,1.07,3.7,-2.63,8.24e-07,1.52e-06
"3574","chr3",96876585,96876889,305,"*",3.1,1.74,3.79,-2.05,8.38e-07,1.55e-06
"3575","chr11",48356918,48357166,249,"*",2.86,1.01,3.64,-2.63,8.39e-07,1.55e-06
"3576","chr15",85590415,85590800,386,"*",3.35,2.11,4,-1.89,8.4e-07,1.55e-06
"3577","chr6",110878560,110878830,271,"*",2.32,-0.04,3.18,-3.22,8.48e-07,1.56e-06
"3578","chr2",29806420,29806800,381,"*",3.84,2.9,4.41,-1.51,8.49e-07,1.57e-06
"3579","chr4",78801860,78802196,337,"*",3.02,1.45,3.75,-2.3,8.52e-07,1.57e-06
"3580","chr14",43929767,43930369,603,"*",4.42,3.57,4.95,-1.38,8.53e-07,1.57e-06
"3581","chr8",119890659,119891235,577,"*",3.5,2.15,4.18,-2.04,8.55e-07,1.57e-06
"3582","chr8",52763657,52764050,394,"*",2.87,1.24,3.62,-2.38,8.62e-07,1.59e-06
"3583","chr12",124080403,124080685,283,"*",3.11,1.52,3.84,-2.33,8.65e-07,1.59e-06
"3584","chrX",10918648,10919074,427,"*",3.81,2.76,4.41,-1.65,8.66e-07,1.59e-06
"3585","chr13",30653369,30653647,279,"*",3.14,1.73,3.84,-2.11,8.66e-07,1.59e-06
"3586","chr6",53080804,53081065,262,"*",2.33,-0.05,3.19,-3.24,8.69e-07,1.6e-06
"3587","chr6",46882036,46882356,321,"*",2.64,0.77,3.43,-2.65,8.8e-07,1.62e-06
"3588","chr13",91490749,91491167,419,"*",4.21,3.22,4.79,-1.57,8.81e-07,1.62e-06
"3589","chr16",85180892,85181308,417,"*",4.55,3.71,5.08,-1.37,8.83e-07,1.62e-06
"3590","chr13",25689106,25689435,330,"*",2.9,1.22,3.65,-2.44,8.84e-07,1.62e-06
"3591","chr2",3313723,3314034,312,"*",2.92,1.3,3.67,-2.36,8.85e-07,1.63e-06
"3592","chr10",113813847,113814070,224,"*",2.41,0.09,3.25,-3.16,8.91e-07,1.64e-06
