"","1a","1b","2a","2b","3b","3a"
"chr3:129627207-129627590",198,36,161,110,61,161
"chr3:129690225-129690678",166,17,150,29,17,120
"chr3:130690200-130690366",34,1,9,7,3,24
"chr3:131088864-131089341",71,10,67,18,7,47
"chr3:132381064-132381411",52,8,24,49,14,33
"chr3:132401805-132402076",20,9,15,41,29,13
"chr3:132738038-132738337",118,5,80,11,4,74
"chr3:133147471-133147765",101,5,55,16,8,56
"chr3:133167550-133167716",41,4,30,4,4,17
"chr3:133171603-133172206",236,18,142,89,46,159
"chr3:133174881-133175593",289,10,218,30,14,178
"chr3:133179956-133180592",239,8,176,22,9,138
"chr3:133312532-133312716",40,1,25,2,1,20
"chr3:133332486-133332676",39,5,15,7,1,31
"chr3:133662527-133662696",23,4,12,25,14,21
"chr3:133758957-133759101",43,2,25,5,6,23
"chr3:134032760-134032997",52,8,32,33,17,32
"chr3:134046439-134046789",193,16,173,21,15,127
"chr3:134071165-134071472",74,8,40,17,9,42
"chr3:134076756-134076956",27,2,33,23,10,25
"chr3:134472966-134473132",35,10,25,29,12,16
"chr3:134911246-134911435",27,11,10,27,8,17
"chr3:134913711-134913881",36,3,7,19,10,25
"chr3:135603454-135603655",15,9,5,28,16,15
"chr3:135968032-135968293",84,10,47,35,19,68
"chr3:136062674-136062984",56,9,32,45,27,31
"chr3:136590334-136590488",16,5,5,26,8,13
"chr3:137055074-137055253",26,5,4,25,9,21
"chr3:138169957-138170155",26,11,23,26,12,17
"chr3:138493424-138493599",36,8,3,24,8,15
"chr3:138824226-138824528",49,5,40,12,3,36
"chr3:138862302-138862492",12,4,9,26,14,6
"chr3:139032833-139033069",57,5,61,10,10,40
"chr3:139096829-139096980",29,1,8,10,2,20
"chr3:139635204-139635597",62,10,14,33,11,28
"chr3:139966713-139966962",65,3,37,12,5,32
"chr3:140630778-140631016",29,16,9,33,16,22
"chr3:140699549-140699726",32,2,24,5,1,21
"chr3:141087072-141087369",80,20,79,42,20,46
"chr3:141129329-141129522",27,4,30,13,8,24
"chr3:141174530-141174812",29,12,39,27,15,27
"chr3:141361171-141361333",34,14,24,45,9,35
"chr3:141488362-141488675",99,7,53,27,10,44
"chr3:141599176-141599471",20,5,8,52,11,24
"chr3:143881178-143881327",32,7,6,23,3,23
"chr3:144014215-144014426",58,10,11,25,9,29
"chr3:144030913-144031097",41,15,18,39,12,22
"chr3:144043070-144043261",23,4,24,17,11,21
"chr3:144094889-144095133",51,9,17,44,18,39
"chr3:144175065-144175228",42,10,9,12,9,28
"chr3:145059421-145059597",39,2,8,16,10,20
"chr3:145236506-145236689",36,3,24,9,8,29
"chr3:145811984-145812123",31,2,12,9,1,22
"chr3:145833223-145833766",237,21,117,78,38,175
"chr3:146139705-146139977",66,10,17,39,12,34
"chr3:146938625-146938812",42,6,12,28,16,30
"chr3:147798135-147798278",17,5,7,27,4,24
"chr3:147922071-147922213",33,4,6,20,7,19
"chr3:148995347-148995678",81,9,26,66,21,58
"chr3:148997716-148997959",59,9,17,14,14,31
"chr3:149000672-149000885",29,6,8,14,9,23
"chr3:149001303-149001458",15,3,5,23,8,14
"chr3:149104729-149104959",54,12,23,37,11,26
"chr3:149106517-149106673",51,4,29,7,3,31
"chr3:149125721-149126013",23,11,11,29,15,18
"chr3:149225524-149225724",65,12,25,23,15,39
"chr3:149955342-149955644",109,15,94,33,10,69
"chr3:149956010-149956548",213,25,177,97,61,141
"chr3:150026378-150026760",160,13,102,40,22,92
"chr3:150032363-150032688",102,16,84,44,26,80
"chr3:150035309-150035582",99,14,57,30,12,53
"chr3:150072132-150072314",41,3,14,14,4,28
"chr3:150086664-150086801",40,5,10,10,8,25
"chr3:150215908-150216101",35,7,15,26,6,23
"chr3:150440622-150440934",99,7,40,17,9,63
"chr3:150454978-150455511",373,22,308,76,36,290
"chr3:150469702-150469885",35,3,20,25,13,21
"chr3:150474263-150474691",192,11,88,64,32,137
"chr3:150562300-150562741",132,8,55,28,8,97
"chr3:151510355-151510496",28,2,6,21,3,17
"chr3:151608684-151608910",43,9,19,32,16,25
"chr3:151794028-151794186",33,8,9,21,12,19
"chr3:151929503-151929875",74,4,31,81,22,50
"chr3:152687787-152687979",42,6,19,33,16,34
"chr3:152880999-152881366",28,12,36,42,19,22
"chr3:153927479-153927619",36,2,27,4,2,21
"chr3:153935843-153935963",28,1,8,4,2,19
"chr3:153936533-153936868",208,21,102,51,29,149
"chr3:153942257-153942521",80,9,49,30,15,62
"chr3:154410139-154410331",39,6,21,18,5,29
"chr3:156104891-156105202",70,2,59,12,6,46
"chr3:156146966-156147218",41,8,38,14,6,36
"chr3:156260011-156260427",130,8,86,15,10,92
"chr3:156355534-156355819",120,7,76,10,8,90
"chr3:156530153-156530788",376,53,341,163,95,300
"chr3:156583669-156583852",35,6,7,34,21,21
"chr3:156661289-156661591",114,16,56,32,18,62
"chr3:156838394-156838598",55,12,42,33,9,29
"chr3:156848778-156848919",39,15,28,36,14,13
"chr3:156885220-156885372",31,1,18,11,2,21
"chr3:156886255-156886775",141,10,69,33,10,100
"chr3:157217339-157217462",35,6,30,26,13,23
"chr3:157217923-157218383",230,17,131,32,18,161
"chr3:158370346-158370605",61,14,47,21,7,28
"chr3:158440895-158441383",113,25,65,93,49,60
"chr3:158443010-158443287",99,20,41,66,19,75
"chr3:158489906-158490037",30,5,20,18,6,20
"chr3:158499115-158499244",36,8,19,26,9,23
"chr3:158688354-158688537",38,2,11,4,2,19
"chr3:158762482-158762619",29,2,11,9,2,21
"chr3:158763139-158763316",33,3,8,18,7,26
"chr3:158844445-158844659",52,1,17,3,2,24
"chr3:158909418-158909569",36,7,6,26,18,29
"chr3:158940506-158940763",27,4,12,46,6,20
"chr3:159283211-159283342",32,2,8,27,8,16
"chr3:159322251-159322484",47,5,27,4,5,31
"chr3:159659401-159659747",137,13,92,41,22,76
"chr3:159734866-159735016",26,7,7,11,10,16
"chr3:159891386-159891517",33,3,20,15,11,18
"chr3:159919693-159919873",43,6,17,8,2,29
"chr3:160405126-160405336",27,4,16,36,18,17
"chr3:160409095-160409258",29,5,6,11,8,18
"chr3:160725964-160726133",39,9,29,30,9,24
"chr3:160748877-160749272",248,15,85,55,20,156
"chr3:160760142-160760359",31,7,30,20,9,22
"chr3:160818662-160819092",237,22,211,92,28,172
"chr3:160986410-160986704",83,9,55,29,10,46
"chr3:160990305-160990820",279,50,299,130,61,216
"chr3:161008957-161009297",126,11,95,27,9,81
"chr3:161034877-161035041",43,7,8,20,4,23
"chr3:161041744-161041971",53,1,26,21,9,30
"chr3:161057237-161058140",535,83,477,213,131,465
"chr3:161120148-161120364",59,1,30,8,3,38
"chr3:161123191-161123472",130,14,50,50,24,80
"chr3:161125059-161125257",36,4,14,17,5,21
"chr3:161129885-161130238",145,8,51,43,14,102
"chr3:161130405-161130614",56,6,15,18,5,43
"chr3:161133334-161133475",31,1,11,6,2,18
"chr3:161140051-161140402",221,16,139,29,14,167
"chr3:161140523-161140679",32,2,12,5,2,26
"chr3:161193728-161193997",53,11,14,52,22,33
"chr3:161526278-161526444",36,8,13,7,2,22
"chr3:161539093-161539385",54,11,21,33,12,37
"chr3:162055896-162056074",29,7,12,31,13,19
"chr3:162197930-162198126",53,3,14,10,2,31
"chr3:162729556-162729750",26,4,22,11,1,18
"chr3:163045006-163045153",32,8,20,20,8,18
"chr3:163261493-163261830",114,7,37,25,4,64
"chr3:163264882-163265022",29,1,10,4,1,14
"chr3:163609673-163609881",28,9,10,30,19,21
"chr3:163961885-163962142",57,5,24,38,10,46
"chr3:164097979-164098337",154,12,136,33,7,107
"chr3:164154923-164155156",46,2,14,10,8,38
"chr3:164241973-164242257",109,20,53,85,38,70
"chr3:164247678-164247852",23,5,2,14,14,11
"chr3:164352747-164352924",36,6,18,12,5,16
"chr3:164494311-164494473",17,6,8,22,11,21
"chr3:164544639-164544926",53,6,22,14,3,34
"chr3:164793586-164793776",19,3,4,30,9,16
"chr3:165049495-165049628",30,1,9,1,1,18
"chr3:165051127-165051283",31,1,13,7,2,15
"chr3:165664901-165665126",39,7,31,14,15,27
"chr3:166547761-166548024",33,8,13,32,12,25
"chr3:166677822-166678036",23,9,6,19,17,16
"chr3:167831780-167831975",26,4,2,25,13,14
"chr3:168275204-168275379",16,1,7,31,5,17
"chr3:168588592-168588911",186,10,76,52,22,123
"chr3:168595709-168595920",36,4,10,15,7,23
"chr3:168606224-168606634",105,8,37,38,13,70
"chr3:168608788-168609040",76,4,63,7,1,48
"chr3:168671345-168671531",58,1,10,4,1,43
"chr3:168675147-168675501",104,2,23,11,2,46
"chr3:168801711-168801866",33,1,13,2,2,20
"chr3:168823462-168823771",59,3,25,19,11,33
"chr3:168825238-168825389",32,4,10,7,3,20
"chr3:169153027-169153199",14,4,1,25,10,16
"chr3:169172659-169172865",23,7,10,30,6,22
"chr3:169331239-169331554",132,13,104,22,10,75
"chr3:169341737-169342060",133,7,94,14,5,75
"chr3:169342473-169342718",38,5,23,16,4,23
"chr3:169379245-169379429",38,7,28,26,12,17
"chr3:169476525-169476758",69,14,21,37,10,54
"chr3:169666767-169667099",123,19,55,102,46,98
"chr3:169757334-169757542",22,8,19,22,15,11
"chr3:170038211-170038698",153,31,86,71,35,93
"chr3:170052630-170052931",114,9,94,25,12,67
"chr3:170061731-170061934",24,4,24,9,6,18
"chr3:170148986-170149170",19,8,6,30,13,20
"chr3:170210792-170210971",40,4,23,22,17,15
"chr3:170344550-170344844",77,12,39,20,16,44
"chr3:170820620-170820816",22,5,6,25,6,19
"chr3:170979285-170979581",62,6,31,33,6,39
"chr3:170979770-170980157",197,16,136,34,22,122
"chr3:171016959-171017159",50,4,31,4,2,24
"chr3:171232311-171232640",19,7,14,50,20,13
"chr3:171336079-171336632",104,5,32,18,7,55
"chr3:171559031-171559239",53,5,21,19,6,43
"chr3:171847767-171848089",110,13,73,37,12,68
"chr3:171858647-171858846",34,2,15,20,12,25
"chr3:171860094-171860391",136,10,55,23,16,100
"chr3:171897727-171897924",33,4,18,15,5,25
"chr3:171920721-171920862",18,4,12,17,11,18
"chr3:172024728-172025145",112,8,39,40,17,71
"chr3:172035362-172035639",48,8,15,36,10,26
"chr3:172183080-172183311",67,6,28,33,8,34
"chr3:172265751-172265930",44,3,22,14,9,30
"chr3:172355774-172356014",36,4,17,24,14,23
"chr3:172356146-172356382",29,3,11,33,15,15
"chr3:174061112-174061303",32,3,7,29,11,13
"chr3:174132792-174133016",76,2,24,5,3,45
"chr3:174673200-174673797",268,17,90,86,47,166
"chr3:174673902-174674221",97,9,30,25,6,44
"chr3:174780132-174780306",39,10,16,7,4,20
"chr3:174844777-174845416",279,8,112,34,11,172
"chr3:174854425-174854731",141,4,69,33,3,82
"chr3:174987244-174987441",44,8,18,10,7,30
"chr3:175030491-175030925",124,13,42,34,8,66
"chr3:175125335-175125526",27,3,7,29,13,23
"chr3:175400652-175400845",49,1,15,8,3,34
"chr3:175403555-175403915",195,6,102,17,12,158
"chr3:175404582-175404884",59,2,14,8,2,33
"chr3:175405226-175405541",64,12,14,9,5,37
"chr3:175505288-175505502",3,1,1,2,1,1
"chr3:175511818-175512099",49,4,19,9,2,32
"chr3:175669230-175669429",47,2,42,2,7,24
"chr3:176121236-176121670",110,16,34,35,13,77
"chr3:176125020-176125282",49,5,16,13,5,34
"chr3:176573713-176574155",174,17,109,72,48,112
"chr3:176643973-176644097",31,4,14,23,8,16
"chr3:176671476-176671895",203,13,167,29,17,140
"chr3:176914672-176914914",32,14,23,30,19,17
"chr3:176918216-176918351",32,6,15,16,8,19
"chr3:177138034-177138318",41,10,31,23,7,24
"chr3:177138447-177138866",172,18,115,80,27,104
"chr3:177161271-177161697",148,10,99,22,10,100
"chr3:177240907-177241151",47,8,13,21,3,27
"chr3:177243840-177244102",57,3,18,15,6,29
"chr3:177324744-177325009",48,4,19,16,18,23
"chr3:177349372-177349512",25,3,9,6,5,18
"chr3:177448838-177448986",36,1,26,8,6,26
"chr3:177541947-177542202",63,6,38,26,8,27
"chr3:177560189-177560521",90,10,30,27,11,66
"chr3:177888508-177888841",135,9,43,29,8,110
"chr3:177908877-177909109",70,1,30,3,3,38
"chr3:178100103-178100699",165,22,62,86,45,105
"chr3:178520957-178521120",30,4,9,3,1,21
"chr3:180012040-180012172",31,2,5,4,1,23
"chr3:180013667-180013912",53,15,35,27,17,33
"chr3:180015627-180015857",59,3,43,10,1,33
"chr3:180024444-180024895",131,13,75,18,9,77
"chr3:180531134-180531333",44,5,22,5,1,29
"chr3:180576857-180577041",40,2,24,15,10,22
"chr3:180640371-180640553",31,8,21,19,10,23
"chr3:181266994-181267249",24,4,12,38,12,15
"chr3:181282089-181282247",32,6,9,27,10,14
"chr3:181556994-181557261",77,9,53,36,17,32
"chr3:181568703-181569478",201,32,97,119,46,113
"chr3:181665204-181665473",94,9,60,13,6,65
"chr3:182242529-182243088",117,11,36,63,26,67
"chr3:182245685-182245814",29,2,11,8,3,15
"chr3:182402104-182402323",48,3,32,12,9,28
"chr3:182417598-182417993",122,4,36,18,9,88
"chr3:182426773-182426961",33,4,20,3,2,21
"chr3:182441468-182441748",73,4,46,15,10,36
"chr3:182638710-182638858",33,6,18,6,2,16
"chr3:182911658-182911875",48,4,19,29,11,20
"chr3:183009407-183009867",102,23,39,108,46,70
"chr3:183013080-183013446",61,9,52,21,17,35
"chr3:183058975-183059250",74,8,27,32,12,42
"chr3:183483266-183483460",38,10,8,25,10,23
"chr3:183544408-183544656",61,7,52,5,4,38
"chr3:183563449-183563897",225,23,122,77,32,140
"chr3:183684143-183684429",54,11,37,31,14,31
"chr3:183729015-183729330",71,5,17,40,16,23
"chr3:184158010-184158264",71,12,38,28,22,32
"chr3:184161268-184161566",89,14,58,44,25,61
"chr3:184200199-184200332",33,4,19,16,12,18
"chr3:184315707-184315956",89,4,72,13,6,46
"chr3:184850233-184850416",18,2,9,24,11,8
"chr3:184923780-184924061",124,1,72,12,7,78
"chr3:184929444-184929615",48,4,15,8,6,26
"chr3:184961981-184962223",11,6,8,27,14,10
"chr3:185008113-185008265",16,5,9,22,14,13
"chr3:185245124-185245373",77,8,52,42,18,56
"chr3:185276374-185276579",39,5,28,39,8,22
"chr3:186490464-186490835",176,27,162,71,35,114
"chr3:187440035-187440236",16,8,27,33,21,19
"chr3:187594405-187594711",90,9,35,22,8,55
"chr3:187646507-187646758",112,5,43,22,6,78
"chr3:187754146-187754736",181,30,104,100,47,108
"chr3:187778947-187779226",91,11,45,47,25,51
"chr3:187870707-187870883",31,8,15,13,4,26
"chr3:187882326-187882535",27,12,38,28,9,12
"chr3:187893679-187893910",74,2,17,9,2,37
"chr3:187998522-187998731",47,5,12,14,5,28
"chr3:188000842-188001059",64,1,33,13,4,37
"chr3:188122029-188122198",22,11,14,21,13,16
"chr3:188209216-188209676",270,12,183,26,16,186
"chr3:188557032-188557332",72,12,27,56,19,43
"chr3:188891492-188891768",122,3,33,11,8,73
"chr3:189022208-189023000",259,38,175,79,37,175
"chr3:189029348-189029624",106,6,24,12,5,55
"chr3:189034071-189034393",44,9,34,32,20,26
"chr3:189042535-189042687",39,8,20,27,14,23
"chr3:189047760-189048318",213,18,97,56,23,147
"chr3:189049089-189049314",70,1,32,9,4,47
"chr3:189071866-189072060",48,7,17,13,12,32
"chr3:189083469-189083699",36,13,14,55,14,26
"chr3:189176214-189176725",248,32,197,111,56,176
"chr3:189285907-189286063",26,4,21,20,7,14
"chr3:189300057-189300257",30,6,19,11,6,21
"chr3:189359667-189359873",49,9,16,16,4,37
"chr3:189430074-189430287",37,5,9,42,20,23
"chr3:189439983-189440357",57,12,22,68,24,43
"chr3:189474425-189474766",94,13,21,45,17,47
"chr3:189490786-189491149",88,17,34,68,26,69
"chr3:189560366-189561257",436,32,400,72,37,331
"chr3:189614965-189615545",50,17,13,85,42,32
"chr3:189655235-189655957",152,13,131,66,21,107
"chr3:189662130-189662964",161,20,124,66,21,80
"chr3:189737726-189737902",25,6,6,32,12,21
"chr3:189788814-189789064",38,11,15,44,9,28
"chr3:190304410-190304723",98,5,61,19,7,59
"chr3:190955340-190955495",31,12,14,16,8,19
"chr3:191116497-191116649",10,7,4,21,12,11
"chr3:192013039-192013200",34,3,5,5,2,17
"chr3:192289177-192289338",32,3,24,27,10,15
"chr3:192315428-192315588",42,7,18,21,6,23
"chr3:192535989-192536200",78,5,23,13,7,63
"chr3:192536697-192537089",223,14,159,87,54,154
"chr3:192569686-192570008",81,10,44,52,15,56
"chr3:192646553-192646810",29,9,6,31,21,14
"chr3:193429773-193430372",153,30,101,90,56,88
"chr3:193554910-193555135",59,9,35,11,6,27
"chr3:193588154-193588603",210,21,193,74,27,151
"chr3:193590052-193590490",191,18,141,52,36,119
"chr3:193596298-193596582",67,14,29,40,8,27
"chr3:193597261-193598014",403,56,364,154,84,287
"chr3:193598162-193598418",47,12,36,14,6,30
"chr3:193603617-193603886",67,11,56,26,15,39
"chr3:193628768-193629221",114,25,65,82,35,62
"chr3:193630373-193630517",35,4,21,6,3,15
"chr3:193640180-193640494",88,11,44,44,14,50
"chr3:193721409-193721635",56,4,57,23,7,31
"chr3:193852079-193852626",94,22,86,67,18,50
"chr3:193852722-193853012",76,13,41,34,11,23
"chr3:193859049-193859289",59,8,31,16,8,26
"chr3:193876674-193877201",296,40,306,124,56,228
"chr3:193879099-193879325",66,14,41,21,7,45
"chr3:193930853-193931216",91,10,71,23,7,36
"chr3:193979500-193979685",41,7,22,13,8,28
"chr3:193988410-193988706",70,4,48,29,8,33
"chr3:194041574-194042046",152,16,156,36,39,99
"chr3:194063360-194063639",99,3,89,17,7,58
"chr3:194215009-194215416",142,27,59,57,33,98
"chr3:194215543-194216146",320,49,275,110,55,217
"chr3:194275361-194275571",45,14,39,32,14,26
"chr3:194323407-194323577",28,7,25,26,7,14
"chr3:194526043-194526250",49,6,34,6,2,28
"chr3:194572062-194572249",38,8,38,25,10,24
"chr3:194573854-194574124",51,18,55,42,10,37
"chr3:194581613-194581786",29,5,24,24,13,12
"chr3:194596621-194596783",53,2,40,2,3,31
"chr3:194751550-194751872",104,23,109,65,21,66
"chr3:194814945-194815288",108,9,111,26,4,70
"chr3:194826136-194826355",53,12,43,31,16,31
"chr3:194843483-194843751",66,3,55,21,4,37
"chr3:194843975-194844135",31,10,22,38,13,12
"chr3:194906316-194906493",33,8,37,7,3,22
"chr3:195266396-195266546",21,8,20,17,7,13
"chr3:195357310-195357663",11,2,6,3,2,2
"chr3:195624263-195624524",67,14,54,26,11,36
"chr3:195638318-195638592",60,13,73,61,20,52
"chr3:195865915-195866065",44,5,18,19,11,24
"chr3:195870068-195870255",44,8,30,12,6,21
"chr3:195874144-195874346",44,12,23,30,15,39
"chr3:195877027-195877333",76,7,53,9,6,45
"chr3:196014206-196014740",110,22,100,66,39,55
"chr3:196070092-196070367",60,7,59,16,6,42
"chr3:196290055-196290337",31,14,22,44,22,15
"chr3:196388355-196388615",51,12,34,32,9,29
"chr3:196481877-196482009",29,8,11,16,7,20
"chr3:196520199-196520496",41,13,20,49,17,53
"chr3:196534619-196534805",39,7,5,36,11,19
"chr3:196601534-196601732",25,5,23,12,2,15
"chr3:196697670-196697861",38,8,31,21,10,27
"chr3:196712923-196713106",44,7,7,32,24,22
"chr3:197079799-197080346",210,12,196,28,7,145
"chr3:197308469-197308987",48,9,37,11,1,18
"chr3:197318815-197319016",46,4,38,3,1,17
"chr3:197386201-197386399",17,8,17,9,8,13
"chr3:197547852-197548158",24,6,2,33,19,12
"chr3:197885148-197885313",3,1,1,1,1,1
"chr3:197886144-197886336",1,1,1,1,1,1
"chr4:611554-611768",41,9,40,29,7,16
"chr4:686599-686965",45,12,62,18,15,34
"chr4:757415-757696",61,4,49,8,7,28
"chr4:757766-758057",104,6,97,13,12,81
"chr4:782723-783078",93,13,104,18,10,58
"chr4:955479-955741",61,10,56,14,4,32
"chr4:965434-965711",72,9,52,15,3,36
"chr4:986363-986615",68,5,47,21,10,37
"chr4:987604-987860",55,11,64,11,8,31
"chr4:991515-992321",248,27,249,56,33,180
"chr4:1239180-1239633",304,30,298,71,39,228
"chr4:1358473-1358646",45,5,31,6,4,18
"chr4:1556720-1556972",58,6,47,20,12,42
"chr4:1710437-1710600",31,3,7,9,6,11
"chr4:1756248-1756725",56,10,63,5,5,41
"chr4:1796913-1797147",33,2,26,10,4,19
"chr4:1814956-1815236",75,4,48,13,6,34
"chr4:1854610-1854840",37,4,30,10,4,30
"chr4:1872332-1872539",44,11,30,23,10,20
"chr4:1983874-1984226",155,12,140,39,8,116
"chr4:1988988-1989164",37,1,30,5,1,19
"chr4:2219205-2219369",30,12,26,26,9,23
"chr4:2335215-2335542",64,8,59,33,11,31
"chr4:2480547-2480875",74,7,81,24,10,47
"chr4:2748008-2748306",72,3,55,17,3,47
"chr4:2752373-2752711",135,7,121,20,6,87
"chr4:2795791-2796038",54,6,40,9,2,18
"chr4:2799623-2799860",38,9,33,18,10,23
"chr4:2800283-2800853",97,17,74,19,12,69
"chr4:2937801-2937949",48,4,36,9,2,27
"chr4:2938770-2939205",189,25,175,61,24,150
"chr4:3113134-3113706",240,18,225,78,40,182
"chr4:3327966-3328083",25,1,15,1,3,11
"chr4:3339550-3339778",59,7,48,14,13,25
"chr4:3340193-3340536",107,10,110,25,10,78
"chr4:3366069-3366267",47,2,43,6,2,32
"chr4:3464636-3465455",294,20,311,50,22,214
"chr4:3468576-3469338",182,15,191,34,18,108
"chr4:3486165-3487107",463,60,403,135,53,269
"chr4:3688541-3688955",187,9,148,30,8,137
"chr4:3782123-3782335",36,7,34,12,3,23
"chr4:3829197-3829969",265,49,233,120,51,180
"chr4:3948569-3948826",78,6,74,8,2,56
"chr4:3957318-3957528",28,8,32,10,8,11
"chr4:4513653-4513827",24,13,10,33,15,20
"chr4:4627238-4627517",59,5,52,16,7,31
"chr4:4656683-4657028",127,3,82,15,5,85
"chr4:4837970-4838167",31,1,33,11,6,25
"chr4:4840556-4840898",105,7,63,16,9,62
"chr4:4903709-4903898",12,9,19,29,12,11
"chr4:4970024-4970286",57,8,35,23,4,33
"chr4:4992863-4993160",85,5,72,9,5,42
"chr4:5367549-5367696",27,5,16,6,6,19
"chr4:5368140-5368420",50,6,34,8,16,32
"chr4:5588510-5588726",61,3,42,5,3,38
"chr4:5838797-5838975",33,1,21,11,2,19
"chr4:6021958-6022246",27,3,15,21,21,16
"chr4:6193349-6193518",26,4,27,13,4,14
"chr4:6275367-6275495",27,3,11,3,4,16
"chr4:6281950-6282430",222,21,199,46,21,150
"chr4:6314916-6315133",53,7,21,21,7,37
"chr4:6385770-6385953",46,3,28,6,1,34
"chr4:6397602-6397765",28,2,18,8,4,16
"chr4:6405985-6406183",30,4,39,14,6,20
"chr4:6416911-6417473",252,8,258,23,11,194
"chr4:6634773-6635333",205,21,182,68,27,143
"chr4:6681692-6681880",40,2,6,7,2,25
"chr4:6691394-6691538",37,11,21,12,5,17
"chr4:6698030-6698253",38,10,27,11,8,25
"chr4:6735369-6735574",42,3,17,15,6,27
"chr4:6749431-6749754",108,6,110,16,6,77
"chr4:6752612-6753067",204,16,185,47,22,147
"chr4:6754748-6754933",38,3,33,6,2,23
"chr4:6783848-6784055",40,7,25,30,20,20
"chr4:6918369-6918699",106,14,89,37,16,58
"chr4:7214017-7214240",57,5,35,15,3,30
"chr4:7675275-7675436",39,16,10,45,12,22
"chr4:7818622-7818790",29,6,19,9,5,21
"chr4:7834777-7834933",40,3,9,14,4,20
"chr4:7942975-7943107",27,9,13,20,7,14
"chr4:8008095-8008486",72,6,69,12,6,49
"chr4:8011763-8012176",228,19,189,63,24,166
"chr4:8015166-8015406",57,2,30,7,1,28
"chr4:8130253-8130424",34,1,26,4,4,17
"chr4:8183580-8183872",112,10,86,32,11,75
"chr4:8184768-8185523",226,31,179,86,40,140
"chr4:8261963-8262082",24,1,17,7,3,17
"chr4:8262564-8262818",47,8,39,16,6,26
"chr4:8386160-8386388",73,5,41,10,5,29
"chr4:8424102-8424502",75,16,61,37,24,55
"chr4:8461886-8462060",40,4,26,12,4,14
"chr4:8535779-8535964",40,6,27,17,7,20
"chr4:8549655-8550068",91,20,79,49,16,45
"chr4:8582381-8582564",37,13,18,15,7,27
"chr4:9700622-9701174",175,13,163,34,12,111
